Continent,Year,CO2,total,percent,dummy,dummy2,other,year_other,otherpc
South America,1984,491926527,19297136107,2.549220383,1,2.549220383,,,
South America,1985,502054215,19950194151,2.516537991,1,2.516537991,,,
South America,1986,530170080,20226094809,2.621218208,1,2.621218208,,,
South America,1987,557530046,20738643094,2.688363185,1,2.688363185,,,
South America,1988,580553727,21555790470,2.693261135,1,2.693261135,,,
South America,1989,580183777,21841560876,2.656329281,1,2.656329281,,,
South America,1990,595613577,22191653645,2.683953105,1,2.683953105,,,
South America,1991,603003964,22209560247,2.715064852,1,2.715064852,,,
South America,1992,615051115,22009861355,2.7944343,1,2.7944343,,,
South America,1993,650400713,22241027218,2.924328569,1,2.924328569,,,
South America,1994,667658230,22375082892,2.983936342,1,2.983936342,,,
South America,1995,699156081,22831181741,3.062285995,1,3.062285995,,,
South America,1996,725574209,23480979644,3.090050841,1,3.090050841,,,
South America,1997,768849399,23591165074,3.259056501,1,3.259056501,,,
South America,1998,821328788,23454552648,3.501788332,1,3.501788332,,,
South America,1999,839542549,23742672029,3.536007017,1,3.536007017,,,
South America,2000,821389541,24447341206,3.359831787,1,3.359831787,,,
South America,2001,832246397,24669119497,3.373636408,1,3.373636408,,,
South America,2002,847147909,25239491028,3.356438163,1,3.356438163,,,
South America,2003,858232426,26532502216,3.23464564,1,3.23464564,,,
South America,2004,867759092,27720920236,3.130340135,1,3.130340135,,,
South America,2005,902003261,28657660190,3.147511887,1,3.147511887,,,
South America,2006,912729584,29585864120,3.085019184,1,3.085019184,,,
South America,2007,940748667,30438325282,3.090671574,1,3.090671574,,,
South America,2008,1007520350,31000967710,3.249964193,1,3.249964193,,,
South America,2009,991952053,30584418618,3.243324862,1,3.243324862,,,
South America,2010,1082415226,32256880327,3.355610385,1,3.355610385,,,
South America,2011,1103963494,33356489037,3.309591404,1,3.309591404,,,
South America,2012,1159699662,33872338028,3.423736682,1,3.423736682,,,
South America,2013,1218740221,34164930363,3.567225831,1,3.567225831,,,
South America,2014,1230511065,34405750918,3.576469143,1,3.576469143,,,
South America,2015,1204961439,34324705211,3.510478623,1,3.510478623,,,
South America,2016,1164897792,34267131751,3.399461036,1,3.399461036,,,
South America,2017,1156733992,34693933519,3.334110245,1,3.334110245,,,
South America,2018,1091450086,35380876878,3.084858778,1,3.084858778,,,
South America,2019,1065509648,35444735825,3.00611536,1,3.00611536,,,
South America,2020,994160327,33803026587,2.94103939,1,2.94103939,,,
Other,1900,0.927343273,,,,,,,
Other,1901,1.214332133,,,,,,,
Other,1902,1.336746683,,,,,,,
Other,1903,1.327992116,,,,,,,
Other,1904,1.426672766,,,,,,,
Other,1905,1.443050847,,,,,,,
Other,1906,1.65635052,,,,,,,
Other,1907,1.56577873,,,,,,,
Other,1908,1.771933735,,,,,,,
Other,1909,1.649069839,,,,,,,
Other,1910,1.882593264,,,,,,,
Other,1911,1.942508381,,,,,,,
Other,1912,1.969821599,,,,,,,
Other,1913,1.927989667,,,,,,,
Other,1914,2.092811364,,,,,,,
Other,1915,1.965372537,,,,,,,
Other,1916,1.81388501,,,,,,,
Other,1917,1.745832347,,,,,,,
Other,1918,1.816737353,,,,,,,
Other,1919,2.129826839,,,,,,,
Other,1920,2.052200721,,,,,,,
Other,1921,2.245303701,,,,,,,
Other,1922,2.139726143,,,,,,,
Other,1923,2.116586372,,,,,,,
Other,1924,2.342430216,,,,,,,
Other,1925,2.448049729,,,,,,,
Other,1926,2.577230646,,,,,,,
Other,1927,2.444149602,,,,,,,
Other,1928,2.45293899,,,,,,,
Other,1929,2.32123674,,,,,,,
Other,1930,2.286786408,,,,,,,
Other,1931,2.247868604,,,,,,,
Other,1932,2.515349482,,,,,,,
Other,1933,2.60082832,,,,,,,
Other,1934,2.66681638,,,,,,,
Other,1935,2.802089851,,,,,,,
Other,1936,2.63362972,,,,,,,
Other,1937,2.808811176,,,,,,,
Other,1938,2.92157394,,,,,,,
Other,1939,2.94079276,,,,,,,
Other,1940,2.766279915,,,,,,,
Other,1941,2.910186336,,,,,,,
Other,1942,3.008000713,,,,,,,
Other,1943,2.96718686,,,,,,,
Other,1944,3.13739467,,,,,,,
Other,1945,3.768869632,,,,,,,
Other,1946,4.918286224,,,,,,,
Other,1947,3.382080384,,,,,,,
Other,1948,3.428176159,,,,,,,
Other,1949,3.650594398,,,,,,,
Other,1950,4.59282065,,,,,,,
Other,1951,4.80055313,,,,,,,
Other,1952,5.082783049,,,,,,,
Other,1953,4.936780538,,,,,,,
Other,1954,5.205823709,,,,,,,
Other,1955,5.228423298,,,,,,,
Other,1956,5.206203417,,,,,,,
Other,1957,5.26615013,,,,,,,
Other,1958,5.067798128,,,,,,,
Other,1959,5.090839517,,,,,,,
Other,1960,4.993070429,,,,,,,
Other,1961,5.107779641,,,,,,,
Other,1962,5.163403849,,,,,,,
Other,1963,5.111470817,,,,,,,
Other,1964,5.21210483,,,,,,,
Other,1965,5.37346365,,,,,,,
Other,1966,5.298542985,,,,,,,
Other,1967,5.478897352,,,,,,,
Other,1968,5.5668394,,,,,,,
Other,1969,5.610189652,,,,,,,
Other,1970,5.580388552,,,,,,,
Other,1971,5.661547144,,,,,,,
Other,1972,5.679299723,,,,,,,
Other,1973,5.833929276,,,,,,,
Other,1974,6.067221879,,,,,,,
Other,1975,6.021197431,,,,,,,
Other,1976,5.921699398,,,,,,,
Other,1977,5.997218665,,,,,,,
Other,1978,6.17553929,,,,,,,
Other,1979,6.375166621,,,,,,,
Other,1980,6.765306241,,,,,,,
Other,1981,6.93451395,,,,,,,
Other,1982,7.136533584,,,,,,,
Other,1983,7.130073036,,,,,,,
Other,1984,7.269707496,,,,,,,
Other,1985,7.203250831,,,,,,,
Other,1986,7.3614127,,,,,,,
Other,1987,7.396504555,,,,,,,
Other,1988,7.415798021,,,,,,,
Other,1989,7.270584575,,,,,,,
Other,1990,7.055420714,,,,,,,
Other,1991,7.231615274,,,,,,,
Other,1992,7.288678021,,,,,,,
Other,1993,7.574493509,,,,,,,
Other,1994,7.694915748,,,,,,,
Other,1995,7.943933378,,,,,,,
Other,1996,7.926573006,,,,,,,
Other,1997,8.252805374,,,,,,,
Other,1998,8.676330751,,,,,,,
Other,1999,8.655237905,,,,,,,
Other,2000,8.588094907,,,,,,,
Other,2001,8.591205585,,,,,,,
Other,2002,8.51909036,,,,,,,
Other,2003,8.460158219,,,,,,,
Other,2004,8.432331799,,,,,,,
Other,2005,8.356784406,,,,,,,
Other,2006,8.274468317,,,,,,,
Other,2007,8.292099318,,,,,,,
Other,2008,8.538193049,,,,,,,
Other,2009,8.599782732,,,,,,,
Other,2010,8.530358879,,,,,,,
Other,2011,8.437881963,,,,,,,
Other,2012,8.453871037,,,,,,,
Other,2013,8.547059373,,,,,,,
Other,2014,8.845175402,,,,,,,
Other,2015,8.68676522,,,,,,,
Other,2016,8.717837731,,,,,,,
Other,2017,8.667602174,,,,,,,
Other,2018,8.323195531,,,,,,,
Other,2019,8.309211079,,,,,,,
Other,2020,8.179075495,,,,,,,
